Year,SA3_MAIN11,SA3_NAME11,Estimated_resident_population
1999,20103,Maryborough - Pyrenees,23973
2000,20103,Maryborough - Pyrenees,23933
2001,20103,Maryborough - Pyrenees,23952
2002,20103,Maryborough - Pyrenees,23945
2003,20103,Maryborough - Pyrenees,23887
2004,20103,Maryborough - Pyrenees,23756
2005,20103,Maryborough - Pyrenees,23731
2006,20103,Maryborough - Pyrenees,23735
2007,20103,Maryborough - Pyrenees,23792
2008,20103,Maryborough - Pyrenees,23854
2009,20103,Maryborough - Pyrenees,24060
2010,20103,Maryborough - Pyrenees,24138
2011,20103,Maryborough - Pyrenees,24115
2012,20103,Maryborough - Pyrenees,24359
2013,20103,Maryborough - Pyrenees,24613
2014,20103,Maryborough - Pyrenees,24862
2015,20103,Maryborough - Pyrenees,25142
2016,20103,Maryborough - Pyrenees,25475
1991,20201,Bendigo,69583
1992,20201,Bendigo,70290
1993,20201,Bendigo,70600
1994,20201,Bendigo,70882
1995,20201,Bendigo,71083
1996,20201,Bendigo,71356
1997,20201,Bendigo,71996
1998,20201,Bendigo,72796
1999,20201,Bendigo,73711
2000,20201,Bendigo,75152
2001,20201,Bendigo,76312
2002,20201,Bendigo,77236
2003,20201,Bendigo,78372
2004,20201,Bendigo,79091
2005,20201,Bendigo,79666
2006,20201,Bendigo,80804
2007,20201,Bendigo,82163
2008,20201,Bendigo,83313
2009,20201,Bendigo,84600
2010,20201,Bendigo,85978
2011,20201,Bendigo,87340
2012,20201,Bendigo,88948
2013,20201,Bendigo,90646
2014,20201,Bendigo,92306
2015,20201,Bendigo,93848
2016,20201,Bendigo,95587
1991,20202,Heathcote - Castlemaine - Kyneton,37058
1992,20202,Heathcote - Castlemaine - Kyneton,37807
1993,20202,Heathcote - Castlemaine - Kyneton,38221
1994,20202,Heathcote - Castlemaine - Kyneton,38671
1995,20202,Heathcote - Castlemaine - Kyneton,38924
1996,20202,Heathcote - Castlemaine - Kyneton,39197
1997,20202,Heathcote - Castlemaine - Kyneton,39269
1998,20202,Heathcote - Castlemaine - Kyneton,39329
1999,20202,Heathcote - Castlemaine - Kyneton,39482
2000,20202,Heathcote - Castlemaine - Kyneton,39608
2001,20202,Heathcote - Castlemaine - Kyneton,39809
2002,20202,Heathcote - Castlemaine - Kyneton,40126
2003,20202,Heathcote - Castlemaine - Kyneton,40506
2004,20202,Heathcote - Castlemaine - Kyneton,40910
2005,20202,Heathcote - Castlemaine - Kyneton,41249
2006,20202,Heathcote - Castlemaine - Kyneton,41555
2007,20202,Heathcote - Castlemaine - Kyneton,42019
2008,20202,Heathcote - Castlemaine - Kyneton,42569
2009,20202,Heathcote - Castlemaine - Kyneton,43183
2010,20202,Heathcote - Castlemaine - Kyneton,43587
2011,20202,Heathcote - Castlemaine - Kyneton,44050
2012,20202,Heathcote - Castlemaine - Kyneton,44681
2013,20202,Heathcote - Castlemaine - Kyneton,45341
2014,20202,Heathcote - Castlemaine - Kyneton,46131
2015,20202,Heathcote - Castlemaine - Kyneton,46952
2016,20202,Heathcote - Castlemaine - Kyneton,47826
1991,20203,Loddon - Elmore,13351
1992,20203,Loddon - Elmore,13225
1993,20203,Loddon - Elmore,13003
1994,20203,Loddon - Elmore,12782
1995,20203,Loddon - Elmore,12547
1996,20203,Loddon - Elmore,12477
1997,20203,Loddon - Elmore,12397
1998,20203,Loddon - Elmore,12234
1999,20203,Loddon - Elmore,12168
2000,20203,Loddon - Elmore,12019
2001,20203,Loddon - Elmore,11933
2002,20203,Loddon - Elmore,11884
2003,20203,Loddon - Elmore,11815
2004,20203,Loddon - Elmore,11717
2005,20203,Loddon - Elmore,11666
2006,20203,Loddon - Elmore,11586
2007,20203,Loddon - Elmore,11537
2008,20203,Loddon - Elmore,11486
2009,20203,Loddon - Elmore,11458
2010,20203,Loddon - Elmore,11402
2011,20203,Loddon - Elmore,11303
2012,20203,Loddon - Elmore,11324
2013,20203,Loddon - Elmore,11338
2014,20203,Loddon - Elmore,11365
2015,20203,Loddon - Elmore,11416
2016,20203,Loddon - Elmore,11472
1991,20301,Barwon - West,10599
1992,20301,Barwon - West,10850
1993,20301,Barwon - West,11000
1994,20301,Barwon - West,11161
1995,20301,Barwon - West,11326
1996,20301,Barwon - West,11494
1997,20301,Barwon - West,11655
1998,20301,Barwon - West,11803
1999,20301,Barwon - West,12214
2000,20301,Barwon - West,12702
2001,20301,Barwon - West,13098
2002,20301,Barwon - West,13269
2003,20301,Barwon - West,13595
2004,20301,Barwon - West,14034
2005,20301,Barwon - West,14421
2006,20301,Barwon - West,14676
2007,20301,Barwon - West,15000
2008,20301,Barwon - West,15425
2009,20301,Barwon - West,15919
2010,20301,Barwon - West,16355
2011,20301,Barwon - West,16825
2012,20301,Barwon - West,17328
2013,20301,Barwon - West,17957
2014,20301,Barwon - West,18389
2015,20301,Barwon - West,18780
2016,20301,Barwon - West,19282
1991,20302,Geelong,154133
1992,20302,Geelong,154851
1993,20302,Geelong,154554
1994,20302,Geelong,154002
1995,20302,Geelong,153993
1996,20302,Geelong,154225
1997,20302,Geelong,154039
1998,20302,Geelong,154676
1999,20302,Geelong,156334
2000,20302,Geelong,157900
2001,20302,Geelong,159583
2002,20302,Geelong,161788
2003,20302,Geelong,163517
2004,20302,Geelong,164690
2005,20302,Geelong,165773
2006,20302,Geelong,167158
2007,20302,Geelong,168749
2008,20302,Geelong,170736
2009,20302,Geelong,172880
2010,20302,Geelong,175211
2011,20302,Geelong,177588
2012,20302,Geelong,179789
2013,20302,Geelong,182530
2014,20302,Geelong,185218
2015,20302,Geelong,188343
2016,20302,Geelong,192393
1991,20303,Surf Coast - Bellarine Peninsula,41801
1992,20303,Surf Coast - Bellarine Peninsula,42960
1993,20303,Surf Coast - Bellarine Peninsula,43721
1994,20303,Surf Coast - Bellarine Peninsula,44514
1995,20303,Surf Coast - Bellarine Peninsula,45343
1996,20303,Surf Coast - Bellarine Peninsula,46085
1997,20303,Surf Coast - Bellarine Peninsula,46700
1998,20303,Surf Coast - Bellarine Peninsula,47359
1999,20303,Surf Coast - Bellarine Peninsula,48027
2000,20303,Surf Coast - Bellarine Peninsula,49186
2001,20303,Surf Coast - Bellarine Peninsula,50288
2002,20303,Surf Coast - Bellarine Peninsula,51680
2003,20303,Surf Coast - Bellarine Peninsula,52381
2004,20303,Surf Coast - Bellarine Peninsula,52934
2005,20303,Surf Coast - Bellarine Peninsula,53600
2006,20303,Surf Coast - Bellarine Peninsula,54221
2007,20303,Surf Coast - Bellarine Peninsula,55707
2008,20303,Surf Coast - Bellarine Peninsula,57254
2009,20303,Surf Coast - Bellarine Peninsula,58932
2010,20303,Surf Coast - Bellarine Peninsula,60525
2011,20303,Surf Coast - Bellarine Peninsula,62167
2012,20303,Surf Coast - Bellarine Peninsula,63990
2013,20303,Surf Coast - Bellarine Peninsula,65877
2014,20303,Surf Coast - Bellarine Peninsula,68105
2015,20303,Surf Coast - Bellarine Peninsula,70775
2016,20303,Surf Coast - Bellarine Peninsula,73696
1991,20401,Upper Goulburn Valley,44870
1992,20401,Upper Goulburn Valley,44857
1993,20401,Upper Goulburn Valley,44655
1994,20401,Upper Goulburn Valley,44448
1995,20401,Upper Goulburn Valley,44344
1996,20401,Upper Goulburn Valley,44285
1997,20401,Upper Goulburn Valley,44647
1998,20401,Upper Goulburn Valley,45061
1999,20401,Upper Goulburn Valley,45447
2000,20401,Upper Goulburn Valley,45881
2001,20401,Upper Goulburn Valley,46428
2002,20401,Upper Goulburn Valley,46638
2003,20401,Upper Goulburn Valley,47169
2004,20401,Upper Goulburn Valley,47532
2005,20401,Upper Goulburn Valley,47917
2006,20401,Upper Goulburn Valley,48196
2007,20401,Upper Goulburn Valley,48830
2008,20401,Upper Goulburn Valley,49165
2009,20401,Upper Goulburn Valley,49522
2010,20401,Upper Goulburn Valley,50064
2011,20401,Upper Goulburn Valley,50519
2012,20401,Upper Goulburn Valley,51228
2013,20401,Upper Goulburn Valley,51946
2014,20401,Upper Goulburn Valley,52748
2015,20401,Upper Goulburn Valley,53445
2016,20401,Upper Goulburn Valley,54270
1991,20402,Wangaratta - Benalla,43574
1992,20402,Wangaratta - Benalla,43601
1993,20402,Wangaratta - Benalla,43491
1994,20402,Wangaratta - Benalla,43377
1995,20402,Wangaratta - Benalla,43334
1996,20402,Wangaratta - Benalla,43308
1997,20402,Wangaratta - Benalla,43356
1998,20402,Wangaratta - Benalla,43439
1999,20402,Wangaratta - Benalla,43494
2000,20402,Wangaratta - Benalla,43491
2001,20402,Wangaratta - Benalla,43571
2002,20402,Wangaratta - Benalla,43680
2003,20402,Wangaratta - Benalla,43735
2004,20402,Wangaratta - Benalla,43814
2005,20402,Wangaratta - Benalla,43943
2006,20402,Wangaratta - Benalla,44157
2007,20402,Wangaratta - Benalla,44300
2008,20402,Wangaratta - Benalla,44476
2009,20402,Wangaratta - Benalla,44654
2010,20402,Wangaratta - Benalla,44795
2011,20402,Wangaratta - Benalla,44837
2012,20402,Wangaratta - Benalla,45105
2013,20402,Wangaratta - Benalla,45355
2014,20402,Wangaratta - Benalla,45614
2015,20402,Wangaratta - Benalla,45960
2016,20402,Wangaratta - Benalla,46456
1991,20403,Wodonga - Alpine,57612
1992,20403,Wodonga - Alpine,58300
1993,20403,Wodonga - Alpine,58768
1994,20403,Wodonga - Alpine,58850
1995,20403,Wodonga - Alpine,59255
1996,20403,Wodonga - Alpine,59495
1997,20403,Wodonga - Alpine,59967
1998,20403,Wodonga - Alpine,60316
1999,20403,Wodonga - Alpine,60834
2000,20403,Wodonga - Alpine,61501
2001,20403,Wodonga - Alpine,62110
2002,20403,Wodonga - Alpine,62680
2003,20403,Wodonga - Alpine,63193
2004,20403,Wodonga - Alpine,63673
2005,20403,Wodonga - Alpine,63764
2006,20403,Wodonga - Alpine,63752
2007,20403,Wodonga - Alpine,63881
2008,20403,Wodonga - Alpine,64168
2009,20403,Wodonga - Alpine,64699
2010,20403,Wodonga - Alpine,65319
2011,20403,Wodonga - Alpine,65979
2012,20403,Wodonga - Alpine,66884
2013,20403,Wodonga - Alpine,67844
2014,20403,Wodonga - Alpine,68779
2015,20403,Wodonga - Alpine,69821
2016,20403,Wodonga - Alpine,70925
1991,20501,Baw Baw,33796
1992,20501,Baw Baw,34085
1993,20501,Baw Baw,34131
1994,20501,Baw Baw,34354
1995,20501,Baw Baw,34392
1996,20501,Baw Baw,34445
1997,20501,Baw Baw,34623
1998,20501,Baw Baw,34851
1999,20501,Baw Baw,35140
2000,20501,Baw Baw,35546
2001,20501,Baw Baw,35933
2002,20501,Baw Baw,36158
2003,20501,Baw Baw,36460
2004,20501,Baw Baw,36817
2005,20501,Baw Baw,37236
2006,20501,Baw Baw,37917
2007,20501,Baw Baw,38660
2008,20501,Baw Baw,39505
2009,20501,Baw Baw,40674
2010,20501,Baw Baw,42214
2011,20501,Baw Baw,43506
2012,20501,Baw Baw,44611
2013,20501,Baw Baw,45668
2014,20501,Baw Baw,46646
2015,20501,Baw Baw,47803
2016,20501,Baw Baw,49157
1991,20502,Gippsland - East,37285
1992,20502,Gippsland - East,37836
1993,20502,Gippsland - East,38295
1994,20502,Gippsland - East,38683
1995,20502,Gippsland - East,38962
1996,20502,Gippsland - East,39175
1997,20502,Gippsland - East,39406
1998,20502,Gippsland - East,39459
1999,20502,Gippsland - East,39356
2000,20502,Gippsland - East,39127
2001,20502,Gippsland - East,39017
2002,20502,Gippsland - East,39272
2003,20502,Gippsland - East,39480
2004,20502,Gippsland - East,39925
2005,20502,Gippsland - East,40289
2006,20502,Gippsland - East,40701
2007,20502,Gippsland - East,41124
2008,20502,Gippsland - East,41547
2009,20502,Gippsland - East,42025
2010,20502,Gippsland - East,42504
2011,20502,Gippsland - East,42934
2012,20502,Gippsland - East,43423
2013,20502,Gippsland - East,43859
2014,20502,Gippsland - East,44314
2015,20502,Gippsland - East,44884
2016,20502,Gippsland - East,45537
1991,20503,Gippsland - South West,46811
1992,20503,Gippsland - South West,46929
1993,20503,Gippsland - South West,46912
1994,20503,Gippsland - South West,46934
1995,20503,Gippsland - South West,46945
1996,20503,Gippsland - South West,47024
1997,20503,Gippsland - South West,47491
1998,20503,Gippsland - South West,48138
1999,20503,Gippsland - South West,48988
2000,20503,Gippsland - South West,50198
2001,20503,Gippsland - South West,51155
2002,20503,Gippsland - South West,51549
2003,20503,Gippsland - South West,52076
2004,20503,Gippsland - South West,52439
2005,20503,Gippsland - South West,52993
2006,20503,Gippsland - South West,53212
2007,20503,Gippsland - South West,53902
2008,20503,Gippsland - South West,54720
2009,20503,Gippsland - South West,55611
2010,20503,Gippsland - South West,56834
2011,20503,Gippsland - South West,57943
2012,20503,Gippsland - South West,58856
2013,20503,Gippsland - South West,59649
2014,20503,Gippsland - South West,60437
2015,20503,Gippsland - South West,61312
2016,20503,Gippsland - South West,62409
1991,20504,Latrobe Valley,74900
1992,20504,Latrobe Valley,74512
1993,20504,Latrobe Valley,73339
1994,20504,Latrobe Valley,72192
1995,20504,Latrobe Valley,71315
1996,20504,Latrobe Valley,70509
1997,20504,Latrobe Valley,70331
1998,20504,Latrobe Valley,70239
1999,20504,Latrobe Valley,69894
2000,20504,Latrobe Valley,69520
2001,20504,Latrobe Valley,69435
2002,20504,Latrobe Valley,69550
2003,20504,Latrobe Valley,69613
2004,20504,Latrobe Valley,69673
2005,20504,Latrobe Valley,69852
2006,20504,Latrobe Valley,70392
2007,20504,Latrobe Valley,70853
2008,20504,Latrobe Valley,71519
2009,20504,Latrobe Valley,72123
2010,20504,Latrobe Valley,72906
2011,20504,Latrobe Valley,73609
2012,20504,Latrobe Valley,73777
2013,20504,Latrobe Valley,73842
2014,20504,Latrobe Valley,73834
2015,20504,Latrobe Valley,73936
2016,20504,Latrobe Valley,74170
1991,20505,Wellington,42776
1992,20505,Wellington,42652
1993,20505,Wellington,42389
1994,20505,Wellington,42044
1995,20505,Wellington,41650
1996,20505,Wellington,41324
1997,20505,Wellington,41231
1998,20505,Wellington,41123
1999,20505,Wellington,40994
2000,20505,Wellington,40801
2001,20505,Wellington,40661
2002,20505,Wellington,40511
2003,20505,Wellington,40382
2004,20505,Wellington,40332
2005,20505,Wellington,40388
2006,20505,Wellington,40525
2007,20505,Wellington,40742
2008,20505,Wellington,41043
2009,20505,Wellington,41385
2010,20505,Wellington,41684
2011,20505,Wellington,41960
2012,20505,Wellington,42323
2013,20505,Wellington,42588
2014,20505,Wellington,42823
2015,20505,Wellington,43050
2016,20505,Wellington,43354
1991,20601,Brunswick - Coburg,74487
1992,20601,Brunswick - Coburg,74336
1993,20601,Brunswick - Coburg,73910
1994,20601,Brunswick - Coburg,73382
1995,20601,Brunswick - Coburg,73437
1996,20601,Brunswick - Coburg,73615
1997,20601,Brunswick - Coburg,73490
1998,20601,Brunswick - Coburg,72900
1999,20601,Brunswick - Coburg,72730
2000,20601,Brunswick - Coburg,72149
2001,20601,Brunswick - Coburg,72096
2002,20601,Brunswick - Coburg,72611
2003,20601,Brunswick - Coburg,73017
2004,20601,Brunswick - Coburg,73739
2005,20601,Brunswick - Coburg,74719
2006,20601,Brunswick - Coburg,75763
2007,20601,Brunswick - Coburg,77238
2008,20601,Brunswick - Coburg,78950
2009,20601,Brunswick - Coburg,80795
2010,20601,Brunswick - Coburg,81901
2011,20601,Brunswick - Coburg,82911
2012,20601,Brunswick - Coburg,84282
2013,20601,Brunswick - Coburg,86090
2014,20601,Brunswick - Coburg,87916
2015,20601,Brunswick - Coburg,89734
2016,20601,Brunswick - Coburg,91653
1991,20602,Darebin - South,46359
1992,20602,Darebin - South,46212
1993,20602,Darebin - South,45880
1994,20602,Darebin - South,45630
1995,20602,Darebin - South,45797
1996,20602,Darebin - South,46010
1997,20602,Darebin - South,46192
1998,20602,Darebin - South,46130
1999,20602,Darebin - South,46129
2000,20602,Darebin - South,46063
2001,20602,Darebin - South,46091
2002,20602,Darebin - South,46252
2003,20602,Darebin - South,46404
2004,20602,Darebin - South,46661
2005,20602,Darebin - South,47042
2006,20602,Darebin - South,47693
2007,20602,Darebin - South,48537
2008,20602,Darebin - South,49432
2009,20602,Darebin - South,50262
2010,20602,Darebin - South,50753
2011,20602,Darebin - South,50971
2012,20602,Darebin - South,51588
2013,20602,Darebin - South,52524
2014,20602,Darebin - South,53412
2015,20602,Darebin - South,54301
2016,20602,Darebin - South,55271
1991,20603,Essendon,55594
1992,20603,Essendon,55443
1993,20603,Essendon,55172
1994,20603,Essendon,55331
1995,20603,Essendon,55865
1996,20603,Essendon,56903
1997,20603,Essendon,56902
1998,20603,Essendon,56850
1999,20603,Essendon,56830
2000,20603,Essendon,57028
2001,20603,Essendon,57155
2002,20603,Essendon,57290
2003,20603,Essendon,57365
2004,20603,Essendon,57672
2005,20603,Essendon,58160
2006,20603,Essendon,58818
2007,20603,Essendon,59806
2008,20603,Essendon,60984
2009,20603,Essendon,62220
2010,20603,Essendon,63012
2011,20603,Essendon,63695
2012,20603,Essendon,64726
2013,20603,Essendon,65878
2014,20603,Essendon,67366
2015,20603,Essendon,68856
2016,20603,Essendon,70367
1991,20604,Melbourne City,39474
1992,20604,Melbourne City,39558
1993,20604,Melbourne City,39869
1994,20604,Melbourne City,40777
1995,20604,Melbourne City,42147
1996,20604,Melbourne City,44291
1997,20604,Melbourne City,46445
1998,20604,Melbourne City,47830
1999,20604,Melbourne City,49942
2000,20604,Melbourne City,52687
2001,20604,Melbourne City,55399
2002,20604,Melbourne City,60592
2003,20604,Melbourne City,66149
2004,20604,Melbourne City,71532
2005,20604,Melbourne City,76197
2006,20604,Melbourne City,80154
2007,20604,Melbourne City,85141
2008,20604,Melbourne City,89792
2009,20604,Melbourne City,94330
2010,20604,Melbourne City,97578
2011,20604,Melbourne City,100228
2012,20604,Melbourne City,107907
2013,20604,Melbourne City,119508
2014,20604,Melbourne City,129253
2015,20604,Melbourne City,138596
2016,20604,Melbourne City,148041
1991,20605,Port Phillip,71331
1992,20605,Port Phillip,71776
1993,20605,Port Phillip,72261
1994,20605,Port Phillip,72935
1995,20605,Port Phillip,74247
1996,20605,Port Phillip,75562
1997,20605,Port Phillip,75897
1998,20605,Port Phillip,76221
1999,20605,Port Phillip,76966
2000,20605,Port Phillip,78185
2001,20605,Port Phillip,80054
2002,20605,Port Phillip,82220
2003,20605,Port Phillip,84170
2004,20605,Port Phillip,86017
2005,20605,Port Phillip,87831
2006,20605,Port Phillip,89641
2007,20605,Port Phillip,91490
2008,20605,Port Phillip,93174
2009,20605,Port Phillip,95272
2010,20605,Port Phillip,96375
2011,20605,Port Phillip,97276
2012,20605,Port Phillip,99916
2013,20605,Port Phillip,102158
2014,20605,Port Phillip,104483
2015,20605,Port Phillip,106444
2016,20605,Port Phillip,108569
1991,20606,Stonnington - West,48796
1992,20606,Stonnington - West,48911
1993,20606,Stonnington - West,48916
1994,20606,Stonnington - West,49064
1995,20606,Stonnington - West,49552
1996,20606,Stonnington - West,50138
1997,20606,Stonnington - West,50575
1998,20606,Stonnington - West,50583
1999,20606,Stonnington - West,50650
2000,20606,Stonnington - West,51085
2001,20606,Stonnington - West,51460
2002,20606,Stonnington - West,52215
2003,20606,Stonnington - West,52625
2004,20606,Stonnington - West,53281
2005,20606,Stonnington - West,53923
2006,20606,Stonnington - West,54628
2007,20606,Stonnington - West,55344
2008,20606,Stonnington - West,56263
2009,20606,Stonnington - West,57114
2010,20606,Stonnington - West,57518
2011,20606,Stonnington - West,57585
2012,20606,Stonnington - West,59738
2013,20606,Stonnington - West,61417
2014,20606,Stonnington - West,63461
2015,20606,Stonnington - West,65301
2016,20606,Stonnington - West,67798
1991,20607,Yarra,64542
1992,20607,Yarra,64652
1993,20607,Yarra,64998
1994,20607,Yarra,65751
1995,20607,Yarra,66535
1996,20607,Yarra,67448
1997,20607,Yarra,67996
1998,20607,Yarra,68078
1999,20607,Yarra,68338
2000,20607,Yarra,68680
2001,20607,Yarra,69294
2002,20607,Yarra,70232
2003,20607,Yarra,70956
2004,20607,Yarra,71645
2005,20607,Yarra,72542
2006,20607,Yarra,73648
2007,20607,Yarra,75128
2008,20607,Yarra,76599
2009,20607,Yarra,78033
2010,20607,Yarra,79093
2011,20607,Yarra,79685
2012,20607,Yarra,82176
2013,20607,Yarra,84980
2014,20607,Yarra,88384
2015,20607,Yarra,91235
2016,20607,Yarra,94234
1991,20701,Boroondara,150425
1992,20701,Boroondara,150665
1993,20701,Boroondara,150176
