Counting,SA2 (POW),Count
"Persons Aged 15 Years and Over, Place of Work",Stuart Park,0
"Persons Aged 15 Years and Over, Place of Work",Woolner - Bayview - Winnellie,0
"Persons Aged 15 Years and Over, Place of Work",Alawa,0
"Persons Aged 15 Years and Over, Place of Work",Anula,0
"Persons Aged 15 Years and Over, Place of Work",Berrimah,0
"Persons Aged 15 Years and Over, Place of Work",Brinkin - Nakara,0
"Persons Aged 15 Years and Over, Place of Work",Buffalo Creek,0
"Persons Aged 15 Years and Over, Place of Work",Charles Darwin,0
"Persons Aged 15 Years and Over, Place of Work",Coconut Grove,0
"Persons Aged 15 Years and Over, Place of Work",East Arm,0
"Persons Aged 15 Years and Over, Place of Work",Jingili,0
"Persons Aged 15 Years and Over, Place of Work",Karama,0
"Persons Aged 15 Years and Over, Place of Work",Leanyer,0
"Persons Aged 15 Years and Over, Place of Work",Lyons (NT),0
"Persons Aged 15 Years and Over, Place of Work",Malak - Marrara,0
"Persons Aged 15 Years and Over, Place of Work",Millner,0
"Persons Aged 15 Years and Over, Place of Work",Moil,0
"Persons Aged 15 Years and Over, Place of Work",Nightcliff,0
"Persons Aged 15 Years and Over, Place of Work",Rapid Creek,0
"Persons Aged 15 Years and Over, Place of Work",Tiwi,0
"Persons Aged 15 Years and Over, Place of Work",Wagaman,0
"Persons Aged 15 Years and Over, Place of Work",Wanguri,0
"Persons Aged 15 Years and Over, Place of Work",Wulagi,0
"Persons Aged 15 Years and Over, Place of Work",Howard Springs,0
"Persons Aged 15 Years and Over, Place of Work",Humpty Doo,0
"Persons Aged 15 Years and Over, Place of Work",Koolpinyah,0
"Persons Aged 15 Years and Over, Place of Work",Virginia,0
"Persons Aged 15 Years and Over, Place of Work",Weddell,0
"Persons Aged 15 Years and Over, Place of Work",Bakewell,0
"Persons Aged 15 Years and Over, Place of Work",Driver,0
"Persons Aged 15 Years and Over, Place of Work",Durack - Marlow Lagoon,0
"Persons Aged 15 Years and Over, Place of Work",Gray,0
"Persons Aged 15 Years and Over, Place of Work",Moulden,0
"Persons Aged 15 Years and Over, Place of Work",Palmerston - North,0
"Persons Aged 15 Years and Over, Place of Work",Palmerston - South,0
"Persons Aged 15 Years and Over, Place of Work",Rosebery - Bellamack,0
"Persons Aged 15 Years and Over, Place of Work",Woodroffe,0
"Persons Aged 15 Years and Over, Place of Work",Charles,0
"Persons Aged 15 Years and Over, Place of Work",East Side,0
"Persons Aged 15 Years and Over, Place of Work",Flynn (NT),0
"Persons Aged 15 Years and Over, Place of Work",Larapinta,0
"Persons Aged 15 Years and Over, Place of Work",Mount Johns,0
"Persons Aged 15 Years and Over, Place of Work",Petermann - Simpson,0
"Persons Aged 15 Years and Over, Place of Work",Ross,0
"Persons Aged 15 Years and Over, Place of Work",Sandover - Plenty,0
"Persons Aged 15 Years and Over, Place of Work",Tanami,0
"Persons Aged 15 Years and Over, Place of Work",Yuendumu - Anmatjere,0
"Persons Aged 15 Years and Over, Place of Work",Barkly,0
"Persons Aged 15 Years and Over, Place of Work",Tennant Creek,0
"Persons Aged 15 Years and Over, Place of Work",Alligator,0
"Persons Aged 15 Years and Over, Place of Work",Daly,0
"Persons Aged 15 Years and Over, Place of Work",Thamarrurr,0
"Persons Aged 15 Years and Over, Place of Work",Tiwi Islands,0
"Persons Aged 15 Years and Over, Place of Work",West Arnhem,0
"Persons Aged 15 Years and Over, Place of Work",Anindilyakwa,0
"Persons Aged 15 Years and Over, Place of Work",East Arnhem,0
"Persons Aged 15 Years and Over, Place of Work",Nhulunbuy,0
"Persons Aged 15 Years and Over, Place of Work",Elsey,0
"Persons Aged 15 Years and Over, Place of Work",Gulf,0
"Persons Aged 15 Years and Over, Place of Work",Katherine,0
"Persons Aged 15 Years and Over, Place of Work",Victoria River,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (NT),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (NT),0
"Persons Aged 15 Years and Over, Place of Work",Aranda,0
"Persons Aged 15 Years and Over, Place of Work",Belconnen,0
"Persons Aged 15 Years and Over, Place of Work",Bruce,0
"Persons Aged 15 Years and Over, Place of Work",Charnwood,0
"Persons Aged 15 Years and Over, Place of Work",Cook,0
"Persons Aged 15 Years and Over, Place of Work",Dunlop,0
"Persons Aged 15 Years and Over, Place of Work",Evatt,0
"Persons Aged 15 Years and Over, Place of Work",Florey,0
"Persons Aged 15 Years and Over, Place of Work",Flynn (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Fraser,0
"Persons Aged 15 Years and Over, Place of Work",Giralang,0
"Persons Aged 15 Years and Over, Place of Work",Gooromon,0
"Persons Aged 15 Years and Over, Place of Work",Hawker,0
"Persons Aged 15 Years and Over, Place of Work",Higgins,0
"Persons Aged 15 Years and Over, Place of Work",Holt,0
"Persons Aged 15 Years and Over, Place of Work",Kaleen,0
"Persons Aged 15 Years and Over, Place of Work",Latham,0
"Persons Aged 15 Years and Over, Place of Work",Lawson,0
"Persons Aged 15 Years and Over, Place of Work",Macgregor (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Macquarie,0
"Persons Aged 15 Years and Over, Place of Work",McKellar,0
"Persons Aged 15 Years and Over, Place of Work",Melba,0
"Persons Aged 15 Years and Over, Place of Work",Page,0
"Persons Aged 15 Years and Over, Place of Work",Scullin,0
"Persons Aged 15 Years and Over, Place of Work",Spence,0
"Persons Aged 15 Years and Over, Place of Work",Weetangera,0
"Persons Aged 15 Years and Over, Place of Work",Molonglo Corridor,0
"Persons Aged 15 Years and Over, Place of Work",West Belconnen,0
"Persons Aged 15 Years and Over, Place of Work",Hume,0
"Persons Aged 15 Years and Over, Place of Work",Kowen,0
"Persons Aged 15 Years and Over, Place of Work",Canberra East,0
"Persons Aged 15 Years and Over, Place of Work",Canberra Airport,0
"Persons Aged 15 Years and Over, Place of Work",Majura,0
"Persons Aged 15 Years and Over, Place of Work",Amaroo,0
"Persons Aged 15 Years and Over, Place of Work",Bonner,0
"Persons Aged 15 Years and Over, Place of Work",Casey,0
"Persons Aged 15 Years and Over, Place of Work",Crace,0
"Persons Aged 15 Years and Over, Place of Work",Forde,0
"Persons Aged 15 Years and Over, Place of Work",Franklin,0
"Persons Aged 15 Years and Over, Place of Work",Gungahlin,0
"Persons Aged 15 Years and Over, Place of Work",Hall,0
"Persons Aged 15 Years and Over, Place of Work",Harrison,0
"Persons Aged 15 Years and Over, Place of Work",Mitchell,0
"Persons Aged 15 Years and Over, Place of Work",Ngunnawal,0
"Persons Aged 15 Years and Over, Place of Work",Nicholls,0
"Persons Aged 15 Years and Over, Place of Work",Palmerston,0
"Persons Aged 15 Years and Over, Place of Work",Gungahlin - East,0
"Persons Aged 15 Years and Over, Place of Work",Gungahlin - West,0
"Persons Aged 15 Years and Over, Place of Work",Jacka,0
"Persons Aged 15 Years and Over, Place of Work",Kenny,0
"Persons Aged 15 Years and Over, Place of Work",Moncrieff,0
"Persons Aged 15 Years and Over, Place of Work",Taylor,0
"Persons Aged 15 Years and Over, Place of Work",Throsby,0
"Persons Aged 15 Years and Over, Place of Work",Acton,0
"Persons Aged 15 Years and Over, Place of Work",Ainslie,0
"Persons Aged 15 Years and Over, Place of Work",Braddon,0
"Persons Aged 15 Years and Over, Place of Work",Civic,0
"Persons Aged 15 Years and Over, Place of Work",Dickson,0
"Persons Aged 15 Years and Over, Place of Work",Downer,0
"Persons Aged 15 Years and Over, Place of Work",Hackett,0
"Persons Aged 15 Years and Over, Place of Work",Lyneham,0
"Persons Aged 15 Years and Over, Place of Work",O'Connor (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Turner,0
"Persons Aged 15 Years and Over, Place of Work",Watson,0
"Persons Aged 15 Years and Over, Place of Work",Black Mountain,0
"Persons Aged 15 Years and Over, Place of Work",Campbell,0
"Persons Aged 15 Years and Over, Place of Work",Duntroon,0
"Persons Aged 15 Years and Over, Place of Work",Parkes (ACT) - North,0
"Persons Aged 15 Years and Over, Place of Work",Reid,0
"Persons Aged 15 Years and Over, Place of Work",Russell,0
"Persons Aged 15 Years and Over, Place of Work",Deakin,0
"Persons Aged 15 Years and Over, Place of Work",Forrest,0
"Persons Aged 15 Years and Over, Place of Work",Griffith (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Lake Burley Griffin,0
"Persons Aged 15 Years and Over, Place of Work",Narrabundah,0
"Persons Aged 15 Years and Over, Place of Work",Parkes (ACT) - South,0
"Persons Aged 15 Years and Over, Place of Work",Red Hill (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Yarralumla,0
"Persons Aged 15 Years and Over, Place of Work",Barton,0
"Persons Aged 15 Years and Over, Place of Work",Fyshwick,0
"Persons Aged 15 Years and Over, Place of Work",Kingston (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Banks,0
"Persons Aged 15 Years and Over, Place of Work",Bonython,0
"Persons Aged 15 Years and Over, Place of Work",Calwell,0
"Persons Aged 15 Years and Over, Place of Work",Chisholm,0
"Persons Aged 15 Years and Over, Place of Work",Conder,0
"Persons Aged 15 Years and Over, Place of Work",Fadden,0
"Persons Aged 15 Years and Over, Place of Work",Gilmore,0
"Persons Aged 15 Years and Over, Place of Work",Gordon (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Gowrie (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Greenway,0
"Persons Aged 15 Years and Over, Place of Work",Isabella Plains,0
"Persons Aged 15 Years and Over, Place of Work",Kambah,0
"Persons Aged 15 Years and Over, Place of Work",Macarthur,0
"Persons Aged 15 Years and Over, Place of Work",Monash,0
"Persons Aged 15 Years and Over, Place of Work",Mount Taylor,0
"Persons Aged 15 Years and Over, Place of Work",Oxley (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Richardson,0
"Persons Aged 15 Years and Over, Place of Work",Theodore,0
"Persons Aged 15 Years and Over, Place of Work",Tuggeranong,0
"Persons Aged 15 Years and Over, Place of Work",Wanniassa,0
"Persons Aged 15 Years and Over, Place of Work",Tuggeranong - West,0
"Persons Aged 15 Years and Over, Place of Work",Chapman,0
"Persons Aged 15 Years and Over, Place of Work",Duffy,0
"Persons Aged 15 Years and Over, Place of Work",Fisher,0
"Persons Aged 15 Years and Over, Place of Work",Holder,0
"Persons Aged 15 Years and Over, Place of Work",Rivett,0
"Persons Aged 15 Years and Over, Place of Work",Stirling,0
"Persons Aged 15 Years and Over, Place of Work",Waramanga,0
"Persons Aged 15 Years and Over, Place of Work",Weston,0
"Persons Aged 15 Years and Over, Place of Work",Scrivener,0
"Persons Aged 15 Years and Over, Place of Work",Chifley,0
"Persons Aged 15 Years and Over, Place of Work",Curtin,0
"Persons Aged 15 Years and Over, Place of Work",Farrer,0
"Persons Aged 15 Years and Over, Place of Work",Garran,0
"Persons Aged 15 Years and Over, Place of Work",Hughes,0
"Persons Aged 15 Years and Over, Place of Work",Isaacs,0
"Persons Aged 15 Years and Over, Place of Work",Lyons (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Mawson,0
"Persons Aged 15 Years and Over, Place of Work",O'Malley,0
"Persons Aged 15 Years and Over, Place of Work",Pearce,0
"Persons Aged 15 Years and Over, Place of Work",Phillip,0
"Persons Aged 15 Years and Over, Place of Work",Torrens,0
"Persons Aged 15 Years and Over, Place of Work",Arboretum,0
"Persons Aged 15 Years and Over, Place of Work",Coombs,0
"Persons Aged 15 Years and Over, Place of Work",Denman Prospect,0
"Persons Aged 15 Years and Over, Place of Work",Molonglo,0
"Persons Aged 15 Years and Over, Place of Work",Molonglo - North,0
"Persons Aged 15 Years and Over, Place of Work",Wright,0
"Persons Aged 15 Years and Over, Place of Work",ACT - South West,0
"Persons Aged 15 Years and Over, Place of Work",Namadgi,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (ACT),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (ACT),0
"Persons Aged 15 Years and Over, Place of Work",Christmas Island,0
"Persons Aged 15 Years and Over, Place of Work",Cocos (Keeling) Islands,0
"Persons Aged 15 Years and Over, Place of Work",Jervis Bay,0
"Persons Aged 15 Years and Over, Place of Work",Norfolk Island,0
"Persons Aged 15 Years and Over, Place of Work",Migratory - Offshore - Shipping (OT),0
"Persons Aged 15 Years and Over, Place of Work",POW No Fixed Address (OT),0
"Persons Aged 15 Years and Over, Place of Work",POW not applicable,0
"Persons Aged 15 Years and Over, Place of Work",Total,0
